outer_fold,inner_fold,feature,importance,positive_importance_share,selected_feature_set_json,fallback_top_feature_used
full_development,1,Q12_Outside_Responsibilities,-0.006140677337880265,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,1,Q14_Year,0.002615397456053581,0.00922562559657659,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,1,Q16_Belonging,0.0044088270235738275,0.015551818843219064,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,1,Q13_Faculty,0.017066198491722143,0.06019978236082793,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,2,Q1_Academic_Performance,-0.02446723454874041,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,2,Q2_Attendance,-0.016106313235025323,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,2,Q3_Assignments,0.05032307426104706,0.24569809290394778,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,2,Q4_Repeating,0.01606225081722502,0.07842256164766653,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,2,Q6_PHQ2_Interest,-0.017639116197721443,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,2,Q7_PHQ2_Depressed,0.10049551017492328,0.4906607070009752,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,2,Q8_GAD2_Nervous,-0.035407625134801037,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,2,Q9_GAD2_Worry,-0.003341853355863006,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,2,Q10_Financial_Difficulty,-0.029192003322977566,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,2,Q11_Internet_Access,-0.0005720823798626984,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,2,Q12_Outside_Responsibilities,0.01954686225901368,0.09543587807021801,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,2,Q14_Year,-0.04094564559825351,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,2,Q16_Belonging,0.018389009309850695,0.0897827603771926,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,2,Q13_Faculty,-0.01281150079481177,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,3,Q1_Academic_Performance,-0.014910933660933661,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,3,Q2_Attendance,0.008209130810808865,0.017648851641799405,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,3,Q3_Assignments,-0.005610521235521235,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,3,Q4_Repeating,0.09196227086135343,0.19771014891588481,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,3,Q6_PHQ2_Interest,0.08617802979261326,0.18527457993357743,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,3,Q7_PHQ2_Depressed,0.06343412555324338,0.1363773457529005,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,3,Q8_GAD2_Nervous,0.0189944146942097,0.04083618773860063,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,3,Q9_GAD2_Worry,0.04590256935947853,0.09868616486609742,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,3,Q10_Financial_Difficulty,0.02422408847944481,0.0520794897272953,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,3,Q11_Internet_Access,0.023650929762655436,0.05084725291770509,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,3,Q12_Outside_Responsibilities,0.06018304974016593,0.1293878415016468,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,3,Q14_Year,0.04239821556335319,0.0911521370044926,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,3,Q16_Belonging,-0.011972056340465099,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,3,Q13_Faculty,-0.05969860630485675,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,4,Q1_Academic_Performance,-0.020752583175385315,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,4,Q2_Attendance,-0.04215975733233801,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,4,Q3_Assignments,-0.035231347242987286,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,4,Q4_Repeating,-0.02764843975859439,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,4,Q6_PHQ2_Interest,0.00547375598106962,0.05599860794615216,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,4,Q7_PHQ2_Depressed,0.07602838027828815,0.7777992798197181,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,4,Q8_GAD2_Nervous,-0.008895407870036764,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,4,Q9_GAD2_Worry,0.016245936091532496,0.16620211223412973,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,4,Q10_Financial_Difficulty,-0.03502264378502093,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,4,Q11_Internet_Access,-0.0021860748873822776,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,4,Q12_Outside_Responsibilities,-0.035968992353651655,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,4,Q14_Year,-0.03772297120922909,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,4,Q16_Belonging,-0.011480357329087476,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,4,Q13_Faculty,-0.01257144034912173,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,5,Q1_Academic_Performance,-0.007334173481939821,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,5,Q2_Attendance,-0.052561204247808656,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,5,Q3_Assignments,-0.00817995892773577,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,5,Q4_Repeating,-0.026215662938990837,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,5,Q6_PHQ2_Interest,0.04097581489715506,0.44761149448419024,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,5,Q7_PHQ2_Depressed,0.04890273173787868,0.5342035269461132,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,5,Q8_GAD2_Nervous,-0.03057503513368966,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,5,Q9_GAD2_Worry,-0.02759822845545467,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,5,Q10_Financial_Difficulty,-0.05075100694134661,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,5,Q11_Internet_Access,-0.05103314455932593,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,5,Q12_Outside_Responsibilities,-0.04070251555094072,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,5,Q14_Year,-0.03774830886048571,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,5,Q16_Belonging,0.0016647122001174019,0.018184978569696485,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
full_development,5,Q13_Faculty,-0.006302717934812701,0.0,"[""Q4_Repeating"", ""Q6_PHQ2_Interest"", ""Q7_PHQ2_Depressed"", ""Q9_GAD2_Worry""]",False
